x,y,class
1.2615004491093105,-0.16991546394547097,1
0.32194538808621576,1.2550686654279426,1
1.5744111746104594,0.7219844737616712,1
1.5873004881676593,1.1597319459060451,1
1.4477551586147037,0.4701418063661239,1
1.5072003436010093,1.3744401995570965,1
1.6518942849491562,0.7910041457767911,1
1.5309564855921558,0.3354767700427832,1
1.820033384163954,1.3046784297492193,1
0.3891578425914334,1.0742593527124027,1
1.5160488253689266,0.6429354724164976,1
0.06353292468552629,1.2243823379757917,1
1.7983065393213178,0.6602362971051581,1
2.0877032591341838,0.5310488426701576,1
0.5193644212169244,0.8408416276334825,1
0.8733304153178222,0.5453402300232688,1
0.8065697985445122,0.9487345856512804,1
1.305810583545759,0.1834620576426378,1
0.4440473440729582,0.905054690637389,1
0.8998006969379821,0.5958319464126858,1
1.7313874619042982,0.803785614174891,1
1.2995262731231663,1.338953321259591,1
0.32014779873071186,1.224139018455591,1
1.4077896699910686,1.136229176668137,1
0.9879784109062164,0.6872914552594274,1
1.129863021271445,1.44053703906921,1
0.5507404323898432,0.8435095930152098,1
0.2481168230967059,0.5715215407758152,1
0.6474143378731576,0.7836610155129403,1
0.3690177322187269,0.36686202534269874,1
1.5410655594446188,1.3250859575095257,1
1.0239931784811516,0.24344280935548224,1
1.038802109950363,0.685993169371985,1
0.8457361500902769,1.1167299492077682,1
1.227388348644605,0.9143349148431936,1
0.7685380262679047,0.47522652761561535,1
1.2798364077194395,1.0014782595683505,1
0.09425868042039465,0.8206474899340296,1
1.029646589429528,1.4131730974823953,1
1.7367482874605766,1.0752178114995654,1
0.7219524022432906,0.4745705133953183,1
1.326026434525849,0.6520692611840948,1
1.5819147474649449,2.1682094412475594,1
1.1521722300131823,1.4521808192166665,1
0.9935705749512732,0.948151002325173,1
1.653899743711383,0.7835685338047342,1
1.1287610329343705,1.691666389221908,1
0.9012279520531424,1.6887807798431964,1
2.3774363920547863,1.536733578246103,1
1.5448869951124957,0.6737980731566043,1
0.3015531730523374,0.9411497880053981,1
1.1900554589657855,1.4902387894012503,1
1.205345586676816,0.024701048472659526,1
1.1394690268995658,0.721549455381206,1
0.8525733448001518,1.4147038465840294,1
1.0983824260472956,0.9340225455955169,1
0.8679573327452318,0.3258167834890654,1
0.9234888010489772,0.4806745893326796,1
0.9036770848725786,1.7356605359391595,1
0.903543423361538,1.3603418067105895,1
1.4716126612829932,0.9642604414976443,1
0.10812958545700957,0.2678851698066731,1
0.7245487945285642,1.705849594416103,1
1.0913047691649302,1.1926484679375065,1
1.056282168019066,1.7807945691926876,1
1.263715321213344,1.17479426549589,1
0.7383552031159315,0.9836523789518927,1
1.2036071324803916,1.4499010283101676,1
1.0167536584561678,1.4107492241229653,1
1.5903251105240261,0.3685692553765042,1
1.0014251114352442,1.4356331011693122,1
0.6763012698254369,0.24017153028886895,1
0.6911418504840016,0.21426917847080784,1
1.0059994276559316,1.4627966924821552,1
1.457847376220154,0.9137915478726103,1
-0.37094566872472057,1.0224690836858643,1
1.6365991758304097,2.050264700336559,1
0.21209722846821333,0.11792482288067607,1
1.1522042083958663,1.5276703995270755,1
2.288676807023278,1.9180704422554844,1
0.8466179813003651,1.3525374401383023,1
1.1215539388698963,1.3163604490759324,1
1.3848882716547446,2.1367193532671522,1
1.261104086565774,1.4915061556492328,1
1.2738392928122384,1.3999762690814317,1
0.9338437014364249,1.2526932191934312,1
0.28878512272042167,1.5898155388839008,1
1.3906573626856549,0.9429356257320253,1
0.8759836774841419,0.7026610175863124,1
0.8614781413681807,1.370190902507595,1
1.1223031021398098,0.8458712081160581,1
1.1695755512312604,0.2722428659798549,1
1.7361429665697985,0.8839005215382643,1
0.7710590533093343,0.9448647122866464,1
1.5356778740932142,0.5486327686589105,1
1.3369717836523178,0.03643396645601871,1
1.1736654999822054,1.4680728844072333,1
1.151909930704549,0.9753970522382713,1
0.3787210611046967,0.5378326954039291,1
0.7525697154939969,1.6112020730211616,1
0.8149533863912637,0.5644725912781796,1
1.0387676179799636,0.5816588098610274,1
0.8707869217484412,1.1445025828203774,1
0.7565902473130561,1.4432030668920348,1
1.5337612809939878,0.9761320522142017,1
0.8815327145319197,0.7132518749204138,1
1.7594463329149144,0.411438809806121,1
1.1331072511972011,0.029864567111887674,1
1.1288821978966568,0.9412324607390908,1
0.8055609843919171,0.556735393461335,1
1.5617877935195756,0.430329846065889,1
0.6258806721128074,1.137016424230278,1
1.0244726497757688,0.5602175583043467,1
0.07046025093620045,1.7600764343482798,1
1.1154373969215445,1.5072729852900717,1
0.5600504593007951,1.3482191823761815,1
1.7328415061966274,0.2147180928297583,1
1.3004441868341758,0.6960293740711461,1
0.9589002866609476,1.4789789042893404,1
0.01873884490774702,1.4714007798338586,1
0.4494932041281161,1.0220828677479408,1
1.1944230901774338,1.1776326671696895,1
0.7481997719715383,0.7948339742250883,1
0.8934653448588983,0.9396741315947647,1
1.2873600630302704,1.434738555957547,1
0.6325805385300196,1.0031280997029837,1
0.43326786283113294,0.2903342433815972,1
0.7694580487216901,0.5520317169479176,1
1.3821220659125508,0.9205814779589981,1
1.015809944490285,1.9812536764621762,1
1.0256783135540626,0.5045463283799783,1
0.6440052026986134,1.3416605913874684,1
0.5567991599084876,0.40189496279985626,1
0.6061576057580327,0.83788177994481,1
1.6086927221005642,1.3710647929836084,1
1.3245194343004396,0.2530792089857101,1
1.2840830481217242,1.208173167595431,1
1.4563337045653515,0.7757532137922317,1
0.9873899709051567,1.6800167636620742,1
0.6212908838355415,-0.18886579224697142,1
1.997021877906627,0.7852811901339269,1
1.4538196230395286,0.47842376633882067,1
0.8813355991076295,0.3835623611480854,1
0.6622043726842887,1.423391356506752,1
1.3530701857962488,1.6882816841374995,1
0.8957414315602502,1.704595239499871,1
1.442720818453607,1.3405488236590228,1
0.40755670760727913,2.0676754984492414,1
1.4291612654998849,-0.027391148110157415,1
0.6071386111362127,1.2807394285011793,1
1.2590773245802989,1.227961430370396,1
1.3237514847352179,1.023720557377794,1
2.0722842436336144,0.6186645295737438,1
0.8183696922398728,0.8824689824192151,1
0.9039579933994897,1.781440435731338,1
1.114081953241628,1.4650141980036337,1
1.122732647882139,1.1664749930578433,1
1.5591183751489008,0.9240326810870849,1
0.8524294604382796,0.8485048473410827,1
1.13525740702539,0.604864120060375,1
0.8256793163236116,1.0715062331945857,1
1.2619859389764414,1.2617610654899123,1
0.6829099750447789,1.147093261066023,1
0.895749546489617,0.8917779129902978,1
1.0229960918009333,0.38449981965358804,1
0.7383871683871679,-0.026546600365086492,1
1.3988300348931844,0.4609450670212,1
1.6048569427526145,0.23674845869341687,1
0.41251355133444756,2.1768847416731827,1
1.090223014572534,0.787428883941075,1
1.7026144665324332,0.9525809713537977,1
0.49594182365200146,0.2900360297586987,1
0.2751479588156207,0.1334869426334092,1
0.7852519031479932,1.2042203089314008,1
0.7667865222815693,1.123770312965045,1
0.558505516865132,0.8017327322875797,1
2.2484091401633304,1.5466692289415374,1
0.842675814267907,0.15121484011948205,1
1.1743074331300558,0.4790750756733282,1
0.7627632483236226,1.8576533915178786,1
1.3231202188848228,0.3289132301219332,1
0.5379648668312886,1.1722329896329202,1
1.2248367265424207,1.3821664515371181,1
1.0591311369375584,0.8655091857140209,1
1.1073875554439303,1.6829570275850072,1
1.075967669490017,0.22724760153980128,1
1.2241834143228927,0.33801545269438127,1
1.1809806098868596,0.06041902506032015,1
1.0922506051870815,1.4010248892403403,1
1.1555609937552473,1.0406429354804447,1
2.053038189139805,0.876252894495026,1
0.10267952267555092,0.8987383507952283,1
1.3611561513629764,1.1408798982522412,1
1.0989397363356255,0.5721655768645261,1
1.3401129578255606,1.0634490660950753,1
0.4504407114151294,-0.0865557754028361,1
-0.29873437369255473,1.6133678295852385,1
0.7402506553259873,0.4686880540530777,1
0.7915303378561503,1.441532949985236,1
0.8005537532301243,1.0962324099889946,1
0.8791999672781683,1.4432137111544843,1
0.8371692681974188,0.31304534032861087,1
1.3718070319868683,0.34451540202842323,1
0.9060111810504824,1.0010276430294938,1
0.43950738624385666,1.8769608880483357,1
1.7638708833545285,0.6930406651665351,1
0.9392338696323701,1.0142834076241138,1
1.55357930849943,0.908055904988722,1
0.8826558775031618,0.7520694988548293,1
1.1278857156762812,1.260161153274301,1
0.5368748260272216,0.9233165844538559,1
1.6851170270995837,0.8405744635283703,1
0.796617194533671,0.8452102176958204,1
1.3794257798010081,0.8819150903497467,1
0.13067367123942453,0.952484989567221,1
1.6048631207689779,0.26123803953042046,1
0.6266553839648261,1.1036861417622512,1
0.7749094413884128,0.7963474701635315,1
1.655174722746432,1.2586033879056409,1
0.9183764704956916,1.203332915016079,1
0.47293317569906346,1.3963875341036815,1
0.8800834185233393,0.5389653367357914,1
1.4390021556378447,1.2338615927937613,1
1.613716178836218,1.3495399796774286,1
1.0581356593154903,0.5733393899273862,1
2.658293848944737,0.7886684133691158,1
1.3999863581974543,0.2890847090198385,1
0.35985809934612223,0.4841554698713392,1
